START_DATE,count
03/18/1915,1
08/30/1915,1
09/17/1915,1
10/11/1915,1
10/17/1915,1
10/18/1915,1
12/15/1997,1
04/24/2000,1
05/21/2001,1
01/01/2005,1
03/13/2005,1
11/14/2006,1
04/18/2009,1
05/22/2009,1
03/01/2010,1
06/17/2011,1
07/02/2011,1
07/07/2011,1
07/22/2011,1
03/18/2012,1
03/31/2012,1
04/01/2012,1
07/01/2012,1
08/04/2012,1
04/01/2013,1
05/20/2013,1
06/02/2013,1
06/20/2013,1
07/24/2013,1
09/14/2013,1
10/20/2013,1
10/26/2013,1
01/01/2014,1
01/01/2014,1
01/02/2014,1
01/03/2014,1
01/03/2014,1
01/04/2014,1
01/05/2014,1
01/07/2014,1
01/09/2014,1
01/09/2014,1
01/11/2014,1
01/11/2014,1
01/14/2014,1
01/14/2014,1
01/14/2014,1
01/22/2014,1
01/25/2014,1
01/26/2014,1
01/27/2014,1
01/28/2014,1
01/30/2014,1
02/03/2014,1
02/25/2014,1
03/01/2014,1
03/01/2014,1
03/07/2014,1
03/19/2014,1
03/22/2014,1
04/01/2014,1
04/17/2014,1
04/23/2014,1
04/26/2014,1
05/09/2014,1
05/24/2014,1
05/24/2014,1
05/29/2014,1
06/01/2014,1
06/14/2014,1
06/22/2014,1
07/01/2014,1
07/01/2014,1
07/02/2014,1
07/14/2014,1
07/24/2014,1
07/26/2014,1
07/31/2014,1
08/01/2014,1
08/01/2014,2
08/05/2014,1
08/16/2014,1
08/17/2014,1
08/20/2014,1
08/21/2014,1
08/31/2014,1
09/01/2014,1
09/01/2014,1
09/04/2014,1
09/05/2014,1
09/07/2014,1
09/08/2014,1
09/15/2014,1
09/16/2014,1
09/24/2014,1
10/01/2014,1
10/01/2014,1
10/01/2014,1
10/03/2014,1
10/04/2014,1
10/04/2014,1
10/08/2014,1
10/08/2014,1
10/09/2014,1
10/13/2014,1
10/17/2014,1
10/24/2014,1
11/01/2014,1
11/05/2014,1
11/05/2014,1
11/08/2014,1
11/10/2014,1
11/15/2014,1
11/15/2014,1
11/17/2014,1
11/20/2014,1
11/20/2014,1
11/24/2014,1
11/24/2014,1
11/25/2014,1
11/25/2014,1
11/28/2014,1
11/28/2014,1
11/29/2014,1
11/30/2014,1
11/30/2014,1
12/01/2014,1
12/02/2014,1
12/02/2014,1
12/03/2014,1
12/03/2014,1
12/03/2014,1
12/05/2014,1
12/06/2014,1
12/07/2014,1
12/08/2014,1
12/09/2014,1
12/09/2014,1
12/10/2014,1
12/10/2014,1
12/10/2014,1
12/10/2014,1
12/12/2014,1
