START_DATE,count
09/11/2000,1
06/29/2001,1
08/05/2003,1
06/21/2004,1
07/28/2004,1
11/01/2005,1
02/22/2008,1
03/20/2008,1
04/16/2008,1
12/30/2008,1
01/01/2009,1
03/01/2009,1
03/13/2009,1
05/22/2009,2
12/27/2009,1
01/29/2010,1
02/01/2010,1
03/07/2010,1
06/14/2010,1
08/27/2010,2
10/01/2010,1
01/01/2011,1
01/23/2011,1
04/06/2011,1
05/12/2011,1
06/24/2011,1
08/01/2011,1
08/31/2011,1
09/04/2011,1
11/01/2011,1
11/03/2011,1
12/01/2011,1
12/02/2011,1
12/20/2011,1
01/06/2012,1
01/15/2012,1
01/15/2012,1
01/19/2012,1
01/20/2012,1
01/26/2012,1
01/27/2012,1
01/28/2012,1
01/30/2012,1
02/03/2012,1
02/05/2012,1
02/12/2012,1
03/29/2012,1
03/30/2012,1
03/31/2012,1
04/01/2012,1
04/03/2012,1
04/12/2012,1
04/15/2012,1
04/25/2012,1
05/05/2012,1
05/14/2012,1
05/14/2012,1
05/23/2012,1
05/24/2012,1
05/25/2012,1
05/31/2012,1
06/01/2012,2
06/12/2012,1
06/15/2012,1
06/19/2012,1
06/30/2012,1
07/01/2012,1
07/01/2012,1
07/01/2012,1
07/02/2012,1
07/10/2012,1
07/10/2012,1
07/11/2012,1
07/13/2012,1
07/16/2012,1
07/19/2012,1
08/01/2012,1
08/01/2012,1
08/05/2012,1
08/09/2012,1
08/12/2012,1
08/15/2012,1
08/17/2012,1
08/18/2012,1
08/28/2012,1
09/01/2012,1
09/02/2012,1
09/03/2012,1
09/04/2012,1
09/06/2012,1
09/07/2012,1
09/10/2012,1
09/10/2012,1
09/17/2012,1
09/18/2012,1
09/18/2012,1
09/20/2012,1
09/27/2012,1
09/30/2012,1
10/01/2012,1
10/01/2012,1
10/02/2012,1
10/04/2012,1
10/07/2012,1
10/11/2012,1
10/12/2012,1
10/13/2012,1
10/14/2012,1
10/14/2012,1
10/14/2012,1
10/16/2012,1
10/23/2012,1
10/25/2012,1
10/31/2012,1
11/01/2012,1
11/02/2012,1
11/02/2012,1
11/06/2012,1
11/06/2012,1
11/06/2012,1
11/07/2012,1
11/08/2012,1
11/09/2012,1
11/10/2012,1
11/12/2012,1
11/13/2012,1
11/14/2012,1
11/14/2012,2
11/15/2012,1
11/16/2012,1
11/16/2012,1
11/17/2012,1
11/19/2012,1
11/20/2012,1
11/21/2012,1
11/21/2012,1
11/23/2012,1
11/25/2012,1
11/27/2012,1
11/28/2012,1
11/29/2012,1
11/30/2012,1
11/30/2012,1
11/30/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/01/2012,1
12/02/2012,1
12/04/2012,1
12/05/2012,1
12/05/2012,1
12/07/2012,1
12/08/2012,1
12/08/2012,1
12/08/2012,1
12/08/2012,1
12/10/2012,1
12/11/2012,1
12/12/2012,1
12/13/2012,1
12/13/2012,1
12/13/2012,1
12/13/2012,1
12/13/2012,1
12/13/2012,1
12/13/2012,1
12/14/2012,1
12/14/2012,1
12/14/2012,1
12/14/2012,1
12/14/2012,1
12/15/2012,1
12/15/2012,1
12/15/2012,1
12/15/2012,1
12/16/2012,1
12/16/2012,1
12/16/2012,1
12/17/2012,1
12/17/2012,1
12/17/2012,1
12/18/2012,1
12/18/2012,1
12/18/2012,1
12/18/2012,1
12/19/2012,2
12/19/2012,1
12/20/2012,1
12/20/2012,1
12/20/2012,1
12/20/2012,1
12/20/2012,1
12/21/2012,1
12/21/2012,1
12/21/2012,1
12/21/2012,1
12/21/2012,2
12/21/2012,1
12/22/2012,1
12/22/2012,1
12/22/2012,1
12/23/2012,1
12/23/2012,1
12/23/2012,2
12/24/2012,1
12/24/2012,1
12/24/2012,1
12/24/2012,2
12/24/2012,1
12/25/2012,1
12/25/2012,1
12/25/2012,1
12/26/2012,1
12/26/2012,1
12/26/2012,1
12/26/2012,1
12/27/2012,1
12/27/2012,1
12/27/2012,1
12/27/2012,1
12/27/2012,1
12/27/2012,1
12/27/2012,1
12/28/2012,1
12/28/2012,2
12/28/2012,1
12/28/2012,2
12/28/2012,1
12/28/2012,3
12/28/2012,1
12/28/2012,2
12/29/2012,1
12/29/2012,1
12/29/2012,1
12/29/2012,1
12/29/2012,1
12/30/2012,1
12/30/2012,1
12/30/2012,1
12/30/2012,1
12/30/2012,1
12/30/2012,2
12/30/2012,1
12/30/2012,1
12/30/2012,1
12/31/2012,1
12/31/2012,1
12/31/2012,1
12/31/2012,1
12/31/2012,1
12/31/2012,1
12/31/2012,1
12/31/2012,3
12/31/2012,1
12/31/2012,2
12/31/2012,2
12/31/2012,1
01/01/2013,2
01/01/2013,1
01/01/2013,2
01/01/2013,1
01/01/2013,2
01/01/2013,1
01/01/2013,2
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,3
01/01/2013,3
01/01/2013,1
01/01/2013,2
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,3
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,2
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,3
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,1
01/01/2013,2
01/01/2013,1
01/01/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,3
01/02/2013,1
01/02/2013,1
01/02/2013,3
01/02/2013,2
01/02/2013,1
01/02/2013,2
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,2
01/02/2013,1
01/02/2013,2
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,2
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,2
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,3
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/02/2013,1
01/03/2013,3
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,2
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,2
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,3
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,1
01/03/2013,5
01/03/2013,1
01/03/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,4
01/04/2013,2
01/04/2013,2
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,2
01/04/2013,1
01/04/2013,1
01/04/2013,2
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,2
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,4
01/04/2013,1
01/04/2013,1
01/04/2013,2
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,2
01/04/2013,1
01/04/2013,1
01/04/2013,1
01/04/2013,2
01/04/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,6
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,3
01/05/2013,1
01/05/2013,1
01/05/2013,3
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,2
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/05/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,2
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,2
01/06/2013,2
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,2
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,2
01/06/2013,1
01/06/2013,2
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,2
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,2
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,2
01/06/2013,1
01/06/2013,3
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/06/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,2
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,2
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,2
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,3
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,2
01/07/2013,2
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,3
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,2
01/07/2013,1
01/07/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,7
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,3
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,1
01/08/2013,3
01/08/2013,2
01/08/2013,1
01/08/2013,1
01/08/2013,2
01/08/2013,1
01/08/2013,2
01/08/2013,2
01/08/2013,1
01/08/2013,1
01/08/2013,3
01/09/2013,3
01/09/2013,1
01/09/2013,2
01/09/2013,1
01/09/2013,1
01/09/2013,3
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,2
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,2
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,1
01/09/2013,2
01/09/2013,1
01/09/2013,1
01/10/2013,2
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,3
01/10/2013,1
01/10/2013,2
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,2
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
01/10/2013,1
