X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
398589,142177,20139566,2020/09/30 15:40:43+00,2020/09/29 14:30:15+00,2020/09/30 14:15:27+00,300  - 311 BLOCK OF CRITTENDEN STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,4,4D,4,407,Cluster 18,002202 2,002202,Precinct 55,,398589,142177,38.9474880093,-77.016277116,958736209,
396661,138099,20140124,2020/10/01 14:29:12+00,2020/10/01 10:30:39+00,2020/10/01 10:35:24+00,1518 - 1599 BLOCK OF 17TH STREET NW,ROBBERY,OTHERS,DAY,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,,396661,138099,38.9107469112,-77.038498437,958736210,
397700,136611,20080958,2020/06/01 11:58:31+00,2020/06/01 04:01:13+00,2020/06/01 09:43:35+00,1000 - 1099 BLOCK OF F STREET NW,BURGLARY,OTHERS,DAY,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397700,136611,38.8973458172,-77.0265138574,958736299,
406361,135526,20080968,2020/06/01 04:00:00+00,2020/06/01 09:00:09+00,2020/06/01 09:20:50+00,5100 - 5299 BLOCK OF A STREET SE,HOMICIDE,KNIFE,MIDNIGHT,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 104,,406361,135526,38.887551733,-76.9266819518,958736300,
396046,138387,20081025,2020/06/01 13:11:52+00,2020/06/01 06:30:53+00,2020/06/01 11:00:56+00,1700 - 1799 BLOCK OF CONNECTICUT AVENUE NW,BURGLARY,OTHERS,DAY,2,2B,2,208,Cluster 6,005502 1,005502,Precinct 14,DUPONT CIRCLE,396046,138387,38.9133387609,-77.0455910014,958736301,
397115,137977,20081273,2020/06/01 21:40:51+00,2020/06/01 05:05:50+00,2020/06/01 10:00:10+00,1400 - 1499 BLOCK OF P STREET NW,BURGLARY,OTHERS,EVENING,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,,397115,137977,38.9096495011,-77.0332633366,958736302,
400046,137753,20082445,2020/06/03 20:42:37+00,2020/06/02 14:15:54+00,2020/06/02 15:15:04+00,400 - 499 BLOCK OF MORSE STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400046,137753,38.9076363656,-76.9994696464,958736303,
399886,134294,20082640,2020/06/04 18:52:07+00,2020/06/01 08:03:46+00,2020/06/01 08:07:17+00,300 - 399 BLOCK OF M STREET SE,BURGLARY,OTHERS,DAY,8,8F,1,106,Cluster 27,007203 1,007203,Precinct 131,CAPITOL RIVERFRONT,399886,134294,38.8764764039,-77.0013137807,958736304,
398374,135121,20082680,2020/06/05 10:02:13+00,2020/06/01 15:45:20+00,2020/06/02 19:11:43+00,400 - 599 BLOCK OF SCHOOL STREET SW,BURGLARY,OTHERS,MIDNIGHT,6,6D,1,103,Cluster 9,010202 4,010202,Precinct 142,SOUTHWEST,398374,135121,38.8839248462,-77.0187406185,958736305,
397293,141080,20082705,2020/06/04 03:49:47+00,2020/06/03 19:08:00+00,2020/06/03 19:10:33+00,1300  - 1399 BLOCK OF QUINCY STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 49,,397293,141080,38.9376028811,-77.0312232775,958736306,
400121,137998,20083510,2020/06/05 21:33:05+00,2020/06/05 16:00:16+00,2020/06/05 21:33:24+00,1300 - 1399 BLOCK OF 4TH STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400121,137998,38.9098434028,-76.9986048962,958736307,
401508,137047,20084757,2020/06/08 05:29:24+00,2020/06/08 03:14:40+00,2020/06/08 03:24:00+00,812 - 899 BLOCK OF BLADENSBURG ROAD NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,,401508,137047,38.9012751773,-76.9826151743,958736308,
402258,139078,20084776,2020/06/08 05:32:59+00,2020/06/08 04:21:22+00,2020/06/08 07:13:58+00,2100 - 2299 BLOCK OF ADAMS PLACE NE,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,,402258,139078,38.9195695115,-76.9739621972,958736309,
397001,137426,20173904,2020/12/07 18:43:27+00,2020/12/07 17:38:31+00,2020/12/07 18:43:34+00,1100 - 1199 BLOCK OF 15TH STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,DOWNTOWN,397001,137426,38.9046855207,-77.0345753222,958736326,
392740,143573,20175246,2020/12/10 15:00:54+00,2020/12/09 23:15:09+00,2020/12/09 23:35:15+00,5300 - 5399 BLOCK OF 43RD STREET NW,THEFT F/AUTO,OTHERS,DAY,3,3E,2,202,Cluster 11,001100 2,001100,Precinct 32,,392740,143573,38.9600346792,-77.0837651883,958736327,
401254,140767,20175349,2020/12/10 19:08:25+00,2020/12/10 18:38:32+00,2020/12/10 19:08:35+00,1400 - 1499 BLOCK OF OTIS STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5B,5,504,Cluster 22,009503 2,009503,Precinct 68,,401254,140767,38.9347865591,-76.985536593,958736328,
405927,137644,20175356,2020/12/10 21:03:32+00,2020/12/10 18:05:21+00,,1200 - 1299 BLOCK OF 49TH STREET NE,SEX ABUSE,OTHERS,EVENING,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,,405927,137644,38.9066344736,-76.9316660393,958736329,
398817,143789,20175378,2020/12/10 21:24:48+00,2020/12/10 13:30:10+00,2020/12/10 15:45:16+00,5900  - 5999 BLOCK OF 2ND STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4B,4,406,Cluster 17,001902 1,001902,Precinct 64,,398817,143789,38.9620096706,-77.0136497177,958736330,
404105,139186,20175974,2020/12/11 23:30:59+00,2020/12/11 20:50:14+00,2020/12/11 21:10:28+00,2400 BLOCK OF MARKET STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,,404105,139186,38.9205357239,-76.952663139,958736331,
