X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
399950,128916,12182577,2013/01/01 09:23:00+00,2013/01/01 09:23:00+00,2013/01/01 09:23:00+00,4200 - 4232 BLOCK OF 4TH STREET SE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,8,8D,7,708,Cluster 39,009811 1,009811,Precinct 125,,399950,128916,38.828029062,-77.0005758287,957990674,
403685,135308,12182585,2013/01/01 08:27:00+00,2013/01/01 08:27:00+00,2013/01/01 08:27:00+00,300 - 319 BLOCK OF 34TH STREET SE,BURGLARY,OTHERS,MIDNIGHT,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,,403685,135308,38.8856031949,-76.9575271797,957990675,
398480,142516,12182587,2013/01/01 08:31:00+00,2013/01/01 07:30:00+00,2013/01/01 07:35:00+00,4900  - 4999 BLOCK OF 4TH STREET NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,4,4D,4,407,Cluster 18,002202 3,002202,Precinct 55,,398480,142516,38.950541633,-77.0175352773,957990676,
407132,136008,12182599,2013/01/01 10:19:00+00,2012/12/31 17:00:00+00,2013/01/01 10:19:00+00,200 - 289 BLOCK OF 58TH STREET NE,BURGLARY,OTHERS,MIDNIGHT,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,,407132,136008,38.8918878516,-76.9177902664,957990677,
396547,137583,12182608,2013/01/01 08:56:00+00,2013/01/01 08:56:00+00,2013/01/01 08:56:00+00,1700 - 1799 BLOCK OF RHODE ISLAND AVENUE NW,SEX ABUSE,OTHERS,MIDNIGHT,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,GOLDEN TRIANGLE,396547,137583,38.9060981653,-77.0398102544,957990678,
402524,141458,12182627,2013/01/01 13:30:00+00,2013/01/01 08:30:00+00,2013/01/01 12:05:00+00,4200 - 4299 BLOCK OF EASTERN AVENUE NE,THEFT F/AUTO,OTHERS,DAY,5,5B,5,503,Cluster 20,009400 1,009400,Precinct 69,,402524,141458,38.9410085604,-76.9708861038,957990679,
398055,138877,12182633,2013/01/01 12:51:00+00,2012/12/04 02:30:00+00,2013/01/01 04:15:00+00,700 - 799 BLOCK OF V STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,305,Cluster 3,003500 2,003500,Precinct 37,,398055,138877,38.9177595861,-77.022427919,957990680,
396558,139123,12182554,2013/01/01 08:38:00+00,2013/01/01 08:38:00+00,2013/01/01 08:38:00+00,2120 - 2323 BLOCK OF ONTARIO ROAD NW,ROBBERY,OTHERS,MIDNIGHT,1,1C,3,303,Cluster 1,003800 2,003800,Precinct 24,,396558,139123,38.9199710464,-77.0396911531,957990685,
398267,140692,12182544,2013/01/01 08:31:00+00,2013/01/01 06:30:00+00,2013/01/01 08:14:00+00,400 - 499 BLOCK OF NEWTON PLACE NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1A,4,409,Cluster 2,003200 2,003200,Precinct 43,,398267,140692,38.9341101223,-77.019987916,957991945,
401335,138518,12182550,2013/01/01 08:45:00+00,2013/01/01 04:00:00+00,2013/01/01 08:30:00+00,FENWICK STREET NE AND OKIE STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5D,5,505,Cluster 23,008803 1,008803,Precinct 76,,401335,138518,38.9145267333,-76.9846067278,957991946,
405689,135331,12182426,2013/01/01 05:15:00+00,2013/01/01 05:15:00+00,2013/01/01 05:15:00+00,4700 - 4899 BLOCK OF C STREET SE,ROBBERY,GUN,MIDNIGHT,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,,405689,135331,38.8857997045,-76.9344291582,957992297,
400504,129677,12182466,2013/01/01 07:10:00+00,2013/01/01 06:00:00+00,2013/01/01 06:15:00+00,3700 - 3851 BLOCK OF 9TH STREET SE,THEFT F/AUTO,OTHERS,MIDNIGHT,8,8E,7,706,Cluster 39,009801 1,009801,Precinct 121,,400504,129677,38.8348843591,-76.9941950896,957992299,
400930,136927,12182502,2013/01/01 08:00:00+00,2013/01/01 02:10:00+00,2013/01/01 06:30:00+00,1200 - 1299 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,,400930,136927,38.900194976,-76.9892787513,957992300,
398027,145959,12182505,2013/01/01 07:29:00+00,2013/01/01 07:25:00+00,2013/01/01 07:26:00+00,7400  - 7499 BLOCK OF EASTERN AVENUE NW,ROBBERY,GUN,MIDNIGHT,4,4B,4,401,Cluster 17,,,Precinct 63,,398027,145959,38.9815561217,-77.0227711589,957992301,
401251,132444,12182530,2013/01/01 08:10:00+00,2013/01/01 08:10:00+00,2013/01/01 08:10:00+00,2300 - 2399 BLOCK OF PITTS PLACE SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,8,8A,7,701,Cluster 28,007504 1,007504,Precinct 114,,401251,132444,38.859809966,-76.9855863513,957992302,
397833,143392,13007236,2013/01/17 15:57:00+00,2013/01/17 03:00:00+00,2013/01/17 13:00:00+00,800  - 899 BLOCK OF MADISON STREET NW,THEFT/OTHER,OTHERS,DAY,4,4B,4,403,Cluster 18,002101 1,002101,Precinct 58,,397833,143392,38.9584315163,-77.025002074,957992316,
397705,141966,13007241,2013/01/17 16:10:00+00,2013/01/17 15:45:00+00,2013/01/17 15:55:00+00,4500  - 4599 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,,397705,141966,38.9455853976,-77.0264741209,957992317,
400957,132755,13007253,2013/01/17 16:34:00+00,2013/01/17 08:00:00+00,2013/01/17 11:00:00+00,2200 - 2399 BLOCK OF PAYNE TERRACE SE,THEFT F/AUTO,OTHERS,DAY,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,,400957,132755,38.8626119533,-76.9889732987,957992318,
401506,134591,13007263,2013/01/17 16:52:00+00,2013/01/17 16:45:00+00,2013/01/17 16:52:00+00,1500 - 1599 BLOCK OF PENNSYLVANIA AVENUE SE,THEFT/OTHER,OTHERS,DAY,6,6B,1,106,Cluster 26,007100 2,007100,Precinct 91,CAPITOL HILL,401506,134591,38.8791506145,-76.9826436143,957992319,
399592,134973,13010711,2013/01/25 03:06:00+00,2013/01/24 14:00:00+00,2013/01/24 17:30:00+00,100 - 199 BLOCK OF DUDDINGTON PLACE SE,BURGLARY,OTHERS,EVENING,6,6B,1,106,Cluster 26,006500 2,006500,Precinct 130,,399592,134973,38.882593014,-77.0047023552,957992320,
398546,138840,13010724,2013/01/25 03:44:00+00,2013/01/24 17:25:00+00,2013/01/25 02:45:00+00,300 - 399 BLOCK OF ELM STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,,398546,138840,38.9174272275,-77.0167660885,957992321,
401265,136988,13010731,2013/01/25 04:11:00+00,2013/01/25 04:11:00+00,2013/01/25 04:11:00+00,1396 - 1399 BLOCK OF FLORIDA AVENUE NE,ROBBERY,OTHERS,MIDNIGHT,6,6A,5,506,,008410 1,008410,Precinct 82,,401265,136988,38.9007440676,-76.9854166839,957992322,
402032,131428,13010742,2013/01/25 05:57:00+00,2013/01/25 04:35:00+00,2013/01/25 04:43:00+00,1800 - 1824 BLOCK OF FREDERICK DOUGLASS PLACE SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,8,8E,7,704,Cluster 38,007404 1,007404,Precinct 117,,402032,131428,38.8506559459,-76.9765909045,957992323,
407429,136295,13010748,2013/01/25 05:30:00+00,2013/01/25 05:30:00+00,2013/01/25 05:30:00+00,6000 - 6099 BLOCK OF DIX STREET NE,BURGLARY,OTHERS,MIDNIGHT,7,7C,6,608,Cluster 31,007808 2,007808,Precinct 96,,407429,136295,38.894470793,-76.9143636806,957992324,
396833,138428,13010752,2013/01/25 06:37:00+00,2013/01/25 00:20:00+00,2013/01/25 06:30:00+00,1720 - 1799 BLOCK OF 16TH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2B,3,301,Cluster 6,005301 1,005301,Precinct 15,,396833,138428,38.913711291,-77.0365168066,957992325,
400846,141663,13010766,2013/01/25 08:11:00+00,2013/01/24 23:00:00+00,2013/01/25 07:30:00+00,VARNUM STREET NE AND 12TH STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5B,4,405,Cluster 20,009504 2,009504,Precinct 67,,400846,141663,38.9428584778,-76.9902412857,957992326,
398316,138304,13010778,2013/01/25 08:53:00+00,2013/01/25 08:43:00+00,2013/01/25 08:53:00+00,500 - 599 BLOCK OF R STREET NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,6,6E,3,308,Cluster 7,004801 1,004801,Precinct 18,,398316,138304,38.91259835,-77.0194169061,957992327,
401458,140011,13010780,2013/01/25 09:00:00+00,2013/01/25 08:45:00+00,2013/01/25 09:00:00+00,1500 - 1599 BLOCK OF HAMLIN STREET NE,BURGLARY,OTHERS,MIDNIGHT,5,5B,5,504,Cluster 22,009301 3,009301,Precinct 70,,401458,140011,38.9279759647,-76.9831853004,957992328,
401978,140078,13010783,2013/01/25 10:55:00+00,2013/01/25 09:29:00+00,2013/01/25 09:31:00+00,1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE,ROBBERY,GUN,MIDNIGHT,5,5C,5,505,Cluster 22,011100 2,011100,Precinct 72,,401978,140078,38.9285785049,-76.9771880953,957992329,
398453,143242,13010791,2013/01/25 11:35:00+00,2013/01/25 02:00:00+00,2013/01/25 10:30:00+00,5500  - 5598 BLOCK OF 4TH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,4,4D,4,403,Cluster 18,002102 6,002102,Precinct 56,,398453,143242,38.9570815881,-77.0178483967,957992330,
403290,140595,13010795,2013/01/25 11:40:00+00,2013/01/25 01:00:00+00,2013/01/25 11:40:00+00,3146 - 3199 BLOCK OF MONROE STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,,403290,140595,38.9332318664,-76.9620545672,957992331,
397904,140846,13010813,2013/01/25 13:15:00+00,2013/01/25 12:58:00+00,2013/01/25 13:00:00+00,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,DAY,1,1A,4,409,Cluster 2,003100 1,003100,Precinct 43,,397904,140846,38.9354966096,-77.0241751222,957992332,
390733,139930,13010827,2013/01/25 13:32:00+00,2013/01/25 13:32:00+00,2013/01/25 13:32:00+00,5300 - 5399 BLOCK OF DORSETT PLACE NW,MOTOR VEHICLE THEFT,OTHERS,DAY,3,3D,2,205,Cluster 13,000902 2,000902,Precinct 8,,390733,139930,38.9271986354,-77.1068725361,957992333,
400734,137051,13010832,2013/01/25 14:21:00+00,2013/01/24 23:00:00+00,2013/01/25 13:00:00+00,I STREET NE AND 11TH STREET NE,THEFT F/AUTO,OTHERS,DAY,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,,400734,137051,38.9013121978,-76.9915381508,957992334,
390722,140026,13010846,2013/01/25 13:48:00+00,2013/01/25 13:48:00+00,2013/01/25 13:48:00+00,5400 - 5415 BLOCK OF GALENA PLACE NW,MOTOR VEHICLE THEFT,OTHERS,DAY,3,3D,2,205,Cluster 13,000902 2,000902,Precinct 8,,390722,140026,38.9280633168,-77.1070006922,957992335,
398566,142236,13010857,2013/01/25 15:00:00+00,2013/01/25 14:53:00+00,2013/01/25 14:55:00+00,4700  - 4799 BLOCK OF 3RD PLACE NW,BURGLARY,OTHERS,DAY,4,4C,4,407,Cluster 18,002202 2,002202,Precinct 55,,398566,142236,38.9480194605,-77.0165425644,957992336,
396999,140521,13010862,2013/01/25 15:02:00+00,2013/01/25 15:02:00+00,2013/01/25 15:02:00+00,1400 - 1599 BLOCK OF NEWTON STREET NW,THEFT/OTHER,OTHERS,DAY,1,1A,4,408,Cluster 2,002802 2,002802,Precinct 41,,396999,140521,38.9325662866,-77.0346119089,957992337,
400331,135045,13010868,2013/01/25 14:54:00+00,2013/01/22 03:00:00+00,2013/01/25 14:00:00+00,400 499  BLOCK OF 7TH STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,6,6B,1,107,Cluster 26,007000 1,007000,Precinct 90,,400331,135045,38.8832416501,-76.9961850644,957992338,
406344,135613,13010872,2013/01/25 15:43:00+00,2013/01/25 15:43:00+00,2013/01/25 15:43:00+00,CENTRAL AVENUE SE AND AYERS PLACE SE,ROBBERY,GUN,DAY,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 104,,406344,135613,38.8883355844,-76.9268770936,957992339,
403014,134210,13010876,2013/01/25 15:47:00+00,2013/01/25 15:47:00+00,2013/01/25 15:47:00+00,2942 - 2999 BLOCK OF NELSON PLACE SE,THEFT F/AUTO,OTHERS,DAY,7,7B,6,605,Cluster 34,007709 2,007709,Precinct 111,,403014,134210,38.8757145406,-76.965265851,957992340,
397589,142968,13003152,2013/01/08 20:40:00+00,2013/01/08 20:40:00+00,2013/01/08 20:40:00+00,5300  - 5399 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,403,Cluster 18,002002 3,002002,Precinct 54,,397589,142968,38.9546113772,-77.0278157683,957992366,
394824,137485,13003157,2013/01/08 21:14:00+00,2013/01/08 21:14:00+00,2013/01/08 21:14:00+00,3000 - 3049 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000100 4,000100,Precinct 5,GEORGETOWN,394824,137485,38.9052068897,-77.0596742862,957992367,
400394,130327,13003159,2013/01/08 21:08:00+00,2013/01/08 20:50:00+00,2013/01/08 20:51:00+00,3300 - 3322 BLOCK OF OXON RUN ROAD SE,BURGLARY,OTHERS,EVENING,8,8C,7,705,Cluster 39,009804 1,009804,Precinct 122,,400394,130327,38.84073991,-76.9954616622,957992368,
397768,138713,13003167,2013/01/08 21:15:00+00,2013/01/08 21:10:00+00,2013/01/08 21:15:00+00,1900 - 1999 BLOCK OF VERMONT AVENUE NW,ROBBERY,OTHERS,EVENING,1,1B,3,305,Cluster 3,004400 2,004400,Precinct 22,,397768,138713,38.9162815379,-77.025736801,957992369,
402005,131339,13003177,2013/01/08 21:38:00+00,2013/01/08 16:45:00+00,2013/01/08 21:00:00+00,1856 - 1949 BLOCK OF ALABAMA AVENUE SE,BURGLARY,OTHERS,EVENING,8,8E,7,704,Cluster 38,007404 1,007404,Precinct 117,,402005,131339,38.8498542571,-76.97690221,957992370,
400816,130723,13003183,2013/01/08 22:00:00+00,2013/01/08 21:45:00+00,2013/01/08 21:50:00+00,12TH STREET SE AND ALABAMA AVENUE SE,ROBBERY,OTHERS,EVENING,8,8E,7,705,Cluster 39,007304 2,007304,Precinct 120,,400816,130723,38.8443069646,-76.9906003332,957992371,
396833,138223,13003186,2013/01/08 22:30:00+00,2013/01/08 20:00:00+00,2013/01/08 21:30:00+00,16TH STREET NW AND CORCORAN STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2B,3,301,Cluster 6,005301 4,005301,Precinct 15,,396833,138223,38.9118645819,-77.0365158611,957992372,
394964,140772,13003208,2013/01/08 22:54:00+00,2013/01/08 20:00:00+00,2013/01/08 22:00:00+00,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3C,2,203,Cluster 15,001302 2,001302,Precinct 27,,394964,140772,38.934818063,-77.0580843338,957992373,
396233,138593,13003221,2013/01/08 23:27:00+00,2013/01/08 20:55:00+00,2013/01/08 21:30:00+00,1820 - 1899 BLOCK OF 19TH STREET NW,BURGLARY,OTHERS,EVENING,2,2B,2,208,Cluster 6,004202 2,004202,Precinct 14,,396233,138593,38.9151952992,-77.0434359566,957992374,
399110,138221,13003229,2013/01/09 00:23:00+00,2013/01/08 13:40:00+00,2013/01/08 22:30:00+00,1 - 99 BLOCK OF QUINCY PLACE NW,BURGLARY,OTHERS,EVENING,5,5E,3,308,Cluster 21,003302 2,003302,Precinct 19,,399110,138221,38.9118518206,-77.0102617966,957992375,
403159,132163,13003238,2013/01/08 22:50:00+00,2013/01/08 22:30:00+00,2013/01/08 22:35:00+00,3000 - 3099 BLOCK OF ERIE STREET SE,ROBBERY,GUN,EVENING,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,,403159,132163,38.8572738159,-76.9636042372,957992376,
395762,136562,13003243,2013/01/09 00:00:00+00,2012/12/21 12:30:00+00,2013/01/08 19:00:00+00,500 - 599 BLOCK OF 22ND STREET NW,BURGLARY,OTHERS,EVENING,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,,395762,136562,38.8968972007,-77.0488543586,957992377,
401388,137908,13003251,2013/01/08 23:22:00+00,2013/01/08 23:10:00+00,2013/01/08 23:32:00+00,1200 - 1299 BLOCK OF SIMMS PLACE NE,ROBBERY,OTHERS,EVENING,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,,401388,137908,38.9090315643,-76.9839968421,957992378,
400240,130832,13003257,2013/01/09 00:35:00+00,2013/01/08 23:30:00+00,2013/01/09 00:35:00+00,2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,THEFT/OTHER,OTHERS,EVENING,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,,400240,130832,38.8452892307,-76.9972353541,957992379,
400542,136452,13003265,2013/01/09 01:00:00+00,2013/01/06 21:00:00+00,2013/01/08 21:30:00+00,9TH STREET NE AND MARYLAND AVENUE NE,THEFT F/AUTO,OTHERS,EVENING,6,6A,1,107,Cluster 25,008100 1,008100,Precinct 85,,400542,136452,38.8959163291,-76.9937520771,957992380,
397262,137555,13003278,2013/01/09 00:58:00+00,2013/01/01 06:00:00+00,2013/01/01 23:00:00+00,10 - 10 BLOCK OF THOMAS CIRCLE NW,THEFT/OTHER,OTHERS,EVENING,2,2F,3,307,Cluster 8,005201 1,005201,Precinct 17,,397262,137555,38.9058484496,-77.0315667807,957992381,
406076,135034,13003287,2013/01/09 00:44:00+00,2013/01/09 00:44:00+00,2013/01/09 00:44:00+00,5000 - 5099 BLOCK OF QUEENS STROLL PLACE SE,THEFT/OTHER,OTHERS,EVENING,7,7E,6,604,Cluster 33,009904 2,009904,Precinct 104,,406076,135034,38.8831216262,-76.9299712628,957992382,
402530,136674,13003303,2013/01/09 02:12:00+00,2013/01/09 02:12:00+00,2013/01/09 02:12:00+00,2500 - 2598 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,EVENING,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,,402530,136674,38.8979127122,-76.970834525,957992383,
397497,137532,13003309,2013/01/09 02:13:00+00,2013/01/09 02:13:00+00,2013/01/09 02:13:00+00,1200 - 1299 BLOCK OF M STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2F,3,307,Cluster 8,005002 4,005002,Precinct 17,,397497,137532,38.9056419582,-77.0288573495,957992384,
392888,142276,13003319,2013/01/09 02:45:00+00,2013/01/09 00:30:00+00,2013/01/09 02:40:00+00,4501 - 4539 BLOCK OF 42ND STREET NW,THEFT F/AUTO,OTHERS,EVENING,3,3E,2,202,Cluster 11,001001 2,001001,Precinct 31,,392888,142276,38.9483521725,-77.08204413,957992385,
393322,141920,13003330,2013/01/09 03:20:00+00,2013/01/08 23:00:00+00,2013/01/09 02:00:00+00,4300 - 4349 BLOCK OF 39TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,3,3E,2,202,Cluster 11,001200 4,001200,Precinct 33,,393322,141920,38.9451486324,-77.077034037,957992386,
398101,138793,13003338,2013/01/09 03:10:00+00,2013/01/08 20:00:00+00,2013/01/08 22:00:00+00,2000 - 2099 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,306,Cluster 3,003500 2,003500,Precinct 37,,398101,138793,38.917002987,-77.0218972577,957992387,
397228,137640,13003382,2013/01/09 05:37:00+00,2013/01/09 05:37:00+00,2013/01/09 05:37:00+00,1200 - 1299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2F,2,208,Cluster 7,005201 1,005201,Precinct 17,,397228,137640,38.9066140526,-77.0319591144,957992388,
404665,135104,13003400,2013/01/09 06:09:00+00,2013/01/09 06:09:00+00,2013/01/09 06:09:00+00,4000 - 4099 BLOCK OF ELY PLACE SE,THEFT F/AUTO,OTHERS,MIDNIGHT,7,7F,6,603,Cluster 32,007703 2,007703,Precinct 103,,404665,135104,38.8837608315,-76.9462332172,957992389,
395540,137321,13003404,2013/01/09 06:35:00+00,2013/01/09 01:00:00+00,2013/01/09 06:35:00+00,24TH STREET NW AND L STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2A,2,207,Cluster 5,005500 3,005500,Precinct 4,,395540,137321,38.903733445,-77.0514184339,957992390,
393442,141274,13003436,2013/01/09 12:40:00+00,2013/01/09 12:40:00+00,2013/01/09 12:40:00+00,38TH STREET NW AND RODMAN STREET NW,THEFT F/AUTO,OTHERS,DAY,3,3C,2,204,Cluster 14,001002 3,001002,Precinct 29,,393442,141274,38.9393301845,-77.0756436034,957992391,
399300,139707,13003437,2013/01/09 13:03:00+00,2012/12/23 13:15:00+00,2012/12/27 05:05:00+00,1 - 50 BLOCK OF FRANKLIN STREET NE,THEFT/OTHER,OTHERS,DAY,5,5E,5,502,Cluster 21,009203 1,009203,Precinct 135,,399300,139707,38.9252383678,-77.0080725911,957992392,
398099,136943,13006976,2013/01/16 22:56:00+00,2013/01/16 22:56:00+00,2013/01/16 22:56:00+00,800 - 899 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,1,101,Cluster 8,005800 1,005800,Precinct 129,DOWNTOWN,398099,136943,38.9003375462,-77.0219151985,957992393,
405341,135527,13006982,2013/01/16 22:47:00+00,2013/01/16 19:00:00+00,2013/01/16 22:47:00+00,4400 - 4499 BLOCK OF B STREET SE,BURGLARY,OTHERS,EVENING,7,7F,6,604,Cluster 33,009906 1,009906,Precinct 103,,405341,135527,38.8875675294,-76.9384386465,957992394,
401719,141362,13006991,2013/01/16 23:03:00+00,2013/01/15 04:00:00+00,2013/01/16 11:30:00+00,4100 - 4199 BLOCK OF 18TH STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5B,5,503,Cluster 24,009503 2,009503,Precinct 68,,401719,141362,38.9401457084,-76.9801718774,957992395,
402451,132622,13006994,2013/01/17 00:00:00+00,2013/01/11 22:55:00+00,2013/01/16 22:30:00+00,2301 - 2399 BLOCK OF 24TH STREET SE,THEFT F/AUTO,OTHERS,EVENING,8,8B,7,702,Cluster 36,007502 1,007502,Precinct 134,,402451,132622,38.8614109392,-76.9717596757,957992396,
398739,133904,13006995,2013/01/16 22:28:00+00,2013/01/16 22:28:00+00,2013/01/16 22:28:00+00,200 - 299 BLOCK OF O STREET SW,ROBBERY,GUN,EVENING,6,6D,1,105,Cluster 9,011000 1,011000,Precinct 127,,398739,133904,38.8729622318,-77.0145315434,957992397,
404541,136535,13007008,2013/01/16 23:47:00+00,2013/01/16 20:00:00+00,2013/01/16 23:45:00+00,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,THEFT F/AUTO,OTHERS,EVENING,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,,404541,136535,38.8966524619,-76.94765293,957992398,
401257,135070,13007011,2013/01/17 00:15:00+00,2013/01/16 23:20:00+00,2013/01/16 23:25:00+00,400 - 499 BLOCK OF 14TH STREET SE,THEFT/OTHER,OTHERS,EVENING,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,,401257,135070,38.8834660235,-76.9855124195,957992399,
