,RMSE,Mean Abs Error,Median Abs Error,R2,Percent of houses within 5 percent,Percent of houses within 10 percent,Percent of houses within 20 percent
ctrl,86041.15618100595,58334.26950617284,38319.78000000003,0.9093942222645732,28.39506172839506,54.32098765432099,86.41975308641975
